epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,317.023,0.60972,0.41799,0.94734,0.9783,0.93058,0.96279,0.83498,0.63191,0.33944,0.87795,0.000163498,0.000163498,0.000163498
63,322.128,0.58078,0.40002,0.94349,0.97931,0.93189,0.95748,0.83328,0.6362,0.33645,0.87874,0.000155244,0.000155244,0.000155244
64,326.994,0.59962,0.41717,0.94581,0.97839,0.93117,0.95773,0.82954,0.6294,0.3349,0.87478,0.00014699,0.00014699,0.00014699
65,331.7,0.60253,0.40487,0.9495,0.97799,0.93082,0.95772,0.8289,0.63002,0.33994,0.87658,0.000138736,0.000138736,0.000138736
66,336.534,0.5968,0.40108,0.93866,0.97775,0.93185,0.95757,0.83341,0.62971,0.33355,0.87957,0.000130482,0.000130482,0.000130482
67,341.584,0.5794,0.40208,0.93783,0.97722,0.93185,0.95725,0.82711,0.63658,0.33959,0.875,0.000122228,0.000122228,0.000122228
68,346.689,0.59282,0.40424,0.94417,0.97644,0.93185,0.96287,0.84061,0.62258,0.3368,0.86736,0.000113974,0.000113974,0.000113974
69,351.432,0.58218,0.38841,0.93595,0.97749,0.93106,0.96008,0.8344,0.6295,0.33498,0.87368,0.00010572,0.00010572,0.00010572
70,356.16,0.58673,0.40058,0.93626,0.97881,0.93053,0.96019,0.83596,0.63065,0.33122,0.87645,9.74654e-05,9.74654e-05,9.74654e-05
71,374.33,0.51673,0.32956,0.89155,0.9763,0.93225,0.96205,0.83191,0.63864,0.33639,0.88107,8.92113e-05,8.92113e-05,8.92113e-05
72,379.663,0.50416,0.32181,0.88621,0.97738,0.93189,0.96196,0.83618,0.63854,0.33143,0.88526,8.09571e-05,8.09571e-05,8.09571e-05
73,384.689,0.49662,0.31055,0.87752,0.97643,0.93185,0.95887,0.82405,0.63243,0.32957,0.87794,7.2703e-05,7.2703e-05,7.2703e-05
74,389.817,0.50394,0.31679,0.88417,0.97738,0.93185,0.95801,0.82689,0.63047,0.33644,0.87856,6.44489e-05,6.44489e-05,6.44489e-05
75,394.738,0.49519,0.3146,0.87915,0.97831,0.93185,0.96012,0.83237,0.62933,0.33124,0.87893,5.61947e-05,5.61947e-05,5.61947e-05
76,399.811,0.49688,0.3045,0.88179,0.97826,0.9322,0.96209,0.82843,0.62911,0.32865,0.8794,4.79406e-05,4.79406e-05,4.79406e-05
77,404.906,0.49412,0.30151,0.87636,0.97751,0.93247,0.96405,0.8317,0.63502,0.32658,0.88154,3.96865e-05,3.96865e-05,3.96865e-05
78,410.097,0.49041,0.30507,0.87473,0.97872,0.93188,0.96352,0.83466,0.63027,0.32563,0.8804,3.14324e-05,3.14324e-05,3.14324e-05
79,415.184,0.48318,0.30298,0.86943,0.97872,0.93185,0.96173,0.83433,0.62683,0.32514,0.87874,2.31783e-05,2.31783e-05,2.31783e-05
80,420.299,0.48818,0.30003,0.87729,0.97851,0.93215,0.96089,0.83583,0.62508,0.32335,0.87695,1.49241e-05,1.49241e-05,1.49241e-05
1,27.438,1.08485,2.97473,1.27556,0.90773,0.8577,0.89939,0.72311,0.79665,0.86177,1.02823,0.000219993,0.000219993,0.000219993
2,37.9292,0.89002,1.27604,1.11127,0.96555,0.93482,0.93928,0.78217,0.7278,0.56344,0.94591,0.000436853,0.000436853,0.000436853
3,48.4844,0.85266,1.01155,1.07983,0.97142,0.93998,0.95117,0.79034,0.71709,0.50623,0.94636,0.000648209,0.000648209,0.000648209
4,59.1759,0.83961,0.88078,1.06736,0.97736,0.94508,0.95506,0.80105,0.72637,0.48267,0.94537,0.000642238,0.000642238,0.000642238
5,67.9726,0.83069,0.80132,1.06163,0.98288,0.94748,0.9645,0.79989,0.74363,0.48409,0.94618,0.000633983,0.000633983,0.000633983
6,76.7635,0.80459,0.74221,1.05292,0.98221,0.94423,0.96023,0.80824,0.68772,0.4522,0.92493,0.000625729,0.000625729,0.000625729
7,85.6897,0.77326,0.68265,1.03874,0.97456,0.95447,0.96507,0.81165,0.68067,0.44813,0.91341,0.000617475,0.000617475,0.000617475
8,95.7513,0.77306,0.65529,1.03345,0.97413,0.95578,0.96669,0.80455,0.71606,0.44835,0.93698,0.000609221,0.000609221,0.000609221
9,106.546,0.75707,0.61643,1.02505,0.98954,0.94461,0.9688,0.82468,0.68323,0.41083,0.91147,0.000600967,0.000600967,0.000600967
10,117.831,0.74448,0.58908,1.01796,0.9885,0.95657,0.96493,0.81243,0.66825,0.42762,0.92278,0.000592713,0.000592713,0.000592713
11,128.381,0.73864,0.57831,1.0191,0.98934,0.95261,0.97368,0.82304,0.68698,0.3999,0.92146,0.000584459,0.000584459,0.000584459
12,138.917,0.72837,0.55158,1.00967,0.98237,0.95456,0.97217,0.83198,0.64274,0.39894,0.90737,0.000576205,0.000576205,0.000576205
13,149.323,0.72616,0.53941,1.01456,0.99153,0.95468,0.97031,0.82073,0.67272,0.39905,0.90926,0.00056795,0.00056795,0.00056795
14,158.886,0.73122,0.54784,1.01842,0.97997,0.95495,0.96362,0.8123,0.69269,0.42902,0.92588,0.000559696,0.000559696,0.000559696
15,167.762,0.74523,0.543,1.02132,0.98356,0.95654,0.96892,0.82977,0.65091,0.37568,0.88833,0.000551442,0.000551442,0.000551442
16,176.537,0.7236,0.52472,1.00844,0.98707,0.95227,0.97476,0.84116,0.63828,0.36928,0.88905,0.000543188,0.000543188,0.000543188
17,185.308,0.71554,0.51453,0.99539,0.95625,0.9464,0.97193,0.82853,0.66502,0.41965,0.89688,0.000534934,0.000534934,0.000534934
18,193.755,0.71019,0.51311,1.002,0.98658,0.95556,0.97118,0.82796,0.675,0.39051,0.91407,0.00052668,0.00052668,0.00052668
19,202.811,0.69809,0.49283,1.00087,0.9924,0.95872,0.97339,0.83523,0.63875,0.36083,0.89449,0.000518426,0.000518426,0.000518426
20,211.582,0.6948,0.48803,0.98781,0.98871,0.95861,0.97966,0.84554,0.62839,0.35895,0.88019,0.000510172,0.000510172,0.000510172
21,220.418,0.69454,0.48715,0.99896,0.98983,0.95477,0.97743,0.83966,0.64482,0.35693,0.88763,0.000501917,0.000501917,0.000501917
22,229.056,0.68241,0.48036,0.98873,0.99128,0.95631,0.97801,0.83759,0.61916,0.35503,0.87743,0.000493663,0.000493663,0.000493663
23,237.691,0.68245,0.47444,0.99295,0.99161,0.95376,0.97592,0.84038,0.62434,0.35675,0.87628,0.000485409,0.000485409,0.000485409
24,246.634,0.67804,0.46597,0.98594,0.99285,0.95239,0.97832,0.84749,0.63249,0.35212,0.88909,0.000477155,0.000477155,0.000477155
25,255.736,0.66849,0.45515,0.9738,0.99075,0.95506,0.97581,0.83772,0.62491,0.34837,0.88299,0.000468901,0.000468901,0.000468901
26,264.72,0.67387,0.45851,0.98256,0.98907,0.95212,0.97554,0.83599,0.64784,0.36061,0.89145,0.000460647,0.000460647,0.000460647
27,273.708,0.66055,0.44512,0.97413,0.99093,0.95705,0.97945,0.83948,0.63207,0.3465,0.89265,0.000452393,0.000452393,0.000452393
28,282.667,0.65935,0.44487,0.97023,0.98786,0.9585,0.97909,0.85012,0.61646,0.34615,0.88449,0.000444139,0.000444139,0.000444139
29,291.647,0.66787,0.43746,0.9762,0.99407,0.95348,0.97958,0.857,0.59793,0.33873,0.87361,0.000435884,0.000435884,0.000435884
30,300.817,0.65397,0.43601,0.97543,0.99446,0.95523,0.97933,0.84814,0.61284,0.33555,0.88494,0.00042763,0.00042763,0.00042763
31,309.707,0.64961,0.43193,0.97709,0.9931,0.95788,0.97833,0.84086,0.62952,0.34239,0.88612,0.000419376,0.000419376,0.000419376
32,319.105,0.65206,0.42927,0.96785,0.99,0.95514,0.98061,0.85274,0.62506,0.34729,0.88389,0.000411122,0.000411122,0.000411122
33,330.806,0.63635,0.42628,0.96564,0.99354,0.95454,0.97972,0.85085,0.63593,0.34198,0.88675,0.000402868,0.000402868,0.000402868
34,342.465,0.6467,0.43263,0.96677,0.99344,0.95894,0.98152,0.85958,0.61597,0.33597,0.88569,0.000394614,0.000394614,0.000394614
35,353.798,0.63828,0.42232,0.96338,0.99343,0.95847,0.98126,0.85123,0.61268,0.33272,0.88732,0.00038636,0.00038636,0.00038636
36,363.869,0.63761,0.41547,0.97291,0.99002,0.95643,0.98228,0.85172,0.62072,0.33544,0.88132,0.000378106,0.000378106,0.000378106
37,373.073,0.63034,0.41863,0.96218,0.9838,0.96345,0.98189,0.85469,0.6112,0.32538,0.88663,0.000369851,0.000369851,0.000369851
38,382.074,0.6302,0.41142,0.96096,0.98765,0.96024,0.9784,0.85714,0.61369,0.33154,0.8796,0.000361597,0.000361597,0.000361597
39,391.067,0.61684,0.40104,0.95556,0.99557,0.95743,0.98196,0.8565,0.62185,0.31835,0.87299,0.000353343,0.000353343,0.000353343
40,400.084,0.62737,0.41267,0.96711,0.99246,0.95881,0.98346,0.85566,0.60153,0.32292,0.87594,0.000345089,0.000345089,0.000345089
41,408.917,0.61594,0.40852,0.95791,0.99181,0.95919,0.98035,0.86165,0.59391,0.32184,0.87426,0.000336835,0.000336835,0.000336835
42,418.115,0.62324,0.40802,0.9581,0.99008,0.9631,0.98441,0.85685,0.61264,0.31962,0.88549,0.000328581,0.000328581,0.000328581
43,427.524,0.60711,0.39712,0.95612,0.99089,0.96308,0.98348,0.85859,0.60056,0.31365,0.87634,0.000320327,0.000320327,0.000320327
44,436.571,0.60496,0.39538,0.95176,0.99077,0.95791,0.98192,0.86905,0.5975,0.31558,0.87359,0.000312073,0.000312073,0.000312073
45,445.542,0.59885,0.38218,0.94954,0.98116,0.96481,0.98275,0.86057,0.60741,0.31238,0.88199,0.000303818,0.000303818,0.000303818
46,454.355,0.60565,0.3846,0.95631,0.99536,0.95942,0.98392,0.86342,0.58591,0.30222,0.87129,0.000295564,0.000295564,0.000295564
47,463.336,0.58424,0.37456,0.94702,0.98845,0.96086,0.98362,0.86786,0.58396,0.30642,0.87215,0.00028731,0.00028731,0.00028731
48,472.323,0.59571,0.38034,0.94438,0.9886,0.95976,0.98527,0.86849,0.58792,0.30354,0.8712,0.000279056,0.000279056,0.000279056
49,481.488,0.59816,0.3817,0.954,0.99209,0.95883,0.98681,0.86884,0.60135,0.30648,0.87631,0.000270802,0.000270802,0.000270802
50,490.399,0.58694,0.37121,0.94527,0.99199,0.96208,0.98504,0.87119,0.58553,0.30764,0.87864,0.000262548,0.000262548,0.000262548
51,499.49,0.58275,0.37321,0.94483,0.98791,0.96304,0.98647,0.87164,0.57718,0.30138,0.86339,0.000254294,0.000254294,0.000254294
52,508.36,0.58553,0.36837,0.94007,0.98999,0.96033,0.98453,0.87123,0.57058,0.29821,0.86657,0.00024604,0.00024604,0.00024604
53,517.208,0.56872,0.35991,0.93699,0.9884,0.96632,0.9841,0.87209,0.56978,0.29475,0.86413,0.000237785,0.000237785,0.000237785
54,525.857,0.56845,0.36396,0.93683,0.99049,0.96701,0.98574,0.87029,0.59839,0.29651,0.87823,0.000229531,0.000229531,0.000229531
55,534.587,0.58365,0.37445,0.94464,0.98923,0.96758,0.98448,0.88033,0.57833,0.29592,0.88063,0.000221277,0.000221277,0.000221277
56,543.491,0.57883,0.36882,0.94288,0.98997,0.96473,0.98564,0.87599,0.5727,0.29265,0.8606,0.000213023,0.000213023,0.000213023
57,552.644,0.55995,0.35933,0.93274,0.97868,0.97949,0.98491,0.87519,0.58001,0.29933,0.87223,0.000204769,0.000204769,0.000204769
58,561.686,0.56286,0.35905,0.93989,0.98867,0.96346,0.98698,0.87179,0.58447,0.28757,0.87405,0.000196515,0.000196515,0.000196515
59,570.294,0.56066,0.35501,0.93413,0.98272,0.97436,0.98627,0.877,0.57319,0.28499,0.86516,0.000188261,0.000188261,0.000188261
60,579.195,0.57215,0.3594,0.93522,0.98225,0.96899,0.98987,0.87201,0.58321,0.28775,0.86946,0.000180007,0.000180007,0.000180007
61,589.945,0.55289,0.35199,0.92416,0.98823,0.96676,0.98442,0.87749,0.56609,0.27929,0.86481,0.000171752,0.000171752,0.000171752
62,600.093,0.55389,0.34923,0.9261,0.98777,0.96643,0.98646,0.87881,0.57202,0.28276,0.86718,0.000163498,0.000163498,0.000163498
63,611.142,0.54785,0.34602,0.9234,0.98838,0.96448,0.98455,0.87494,0.56355,0.2881,0.86594,0.000155244,0.000155244,0.000155244
64,622.04,0.54166,0.3417,0.92531,0.98725,0.97073,0.98718,0.88063,0.56152,0.28056,0.86141,0.00014699,0.00014699,0.00014699
65,632.996,0.54734,0.34261,0.92808,0.99091,0.96788,0.98684,0.87768,0.56378,0.28082,0.85786,0.000138736,0.000138736,0.000138736
66,644.242,0.53832,0.34403,0.92386,0.98584,0.96829,0.98477,0.8807,0.55896,0.2731,0.86701,0.000130482,0.000130482,0.000130482
67,655.211,0.53875,0.33836,0.92258,0.9858,0.97933,0.98776,0.87714,0.55966,0.27154,0.86274,0.000122228,0.000122228,0.000122228
68,666.426,0.55243,0.34491,0.92634,0.99068,0.96683,0.98664,0.88677,0.55317,0.26722,0.85975,0.000113974,0.000113974,0.000113974
69,677.541,0.52933,0.33107,0.92019,0.97032,0.98974,0.99131,0.88353,0.55208,0.26128,0.8591,0.00010572,0.00010572,0.00010572
70,688.609,0.52781,0.32677,0.91675,0.9903,0.96841,0.98998,0.88763,0.54769,0.26581,0.85801,9.74654e-05,9.74654e-05,9.74654e-05
71,711.986,0.47123,0.27232,0.86662,0.99168,0.96786,0.98982,0.87971,0.55575,0.26928,0.86439,8.92113e-05,8.92113e-05,8.92113e-05
72,722.199,0.45987,0.26215,0.86531,0.99359,0.9642,0.99099,0.88152,0.54502,0.26889,0.85759,8.09571e-05,8.09571e-05,8.09571e-05
73,732.38,0.46262,0.25843,0.86948,0.99352,0.96637,0.99152,0.88943,0.551,0.26505,0.86571,7.2703e-05,7.2703e-05,7.2703e-05
74,742.548,0.45496,0.25491,0.85857,0.99004,0.96758,0.98814,0.8895,0.5456,0.26485,0.85766,6.44489e-05,6.44489e-05,6.44489e-05
75,752.517,0.45267,0.25686,0.8658,0.9885,0.97528,0.98929,0.88703,0.54959,0.25994,0.86152,5.61947e-05,5.61947e-05,5.61947e-05
76,762.893,0.45378,0.25957,0.86422,0.98792,0.97767,0.99251,0.88615,0.54355,0.25767,0.85889,4.79406e-05,4.79406e-05,4.79406e-05
77,773.173,0.43895,0.25038,0.85731,0.97109,0.98974,0.99164,0.88964,0.53929,0.25609,0.85708,3.96865e-05,3.96865e-05,3.96865e-05
78,783.54,0.44149,0.25148,0.85603,0.97653,0.98718,0.9922,0.88778,0.54476,0.25602,0.85771,3.14324e-05,3.14324e-05,3.14324e-05
79,793.798,0.4435,0.24922,0.85721,0.97675,0.98462,0.9918,0.88971,0.53871,0.25594,0.8543,2.31783e-05,2.31783e-05,2.31783e-05
80,804.014,0.44093,0.24513,0.85357,0.99467,0.96364,0.99187,0.8908,0.53818,0.25346,0.85411,1.49241e-05,1.49241e-05,1.49241e-05
